Word1	Word2	Similarity
whimper	cry	0.3569
cry	wail	0.4537
wail	sob	0.5185
sob	6392 646	N/A
6392 646	CFA	N/A
CFA	brisket	0.0239
brisket	tenderloin	0.6961
tenderloin	steak	0.7280
steak	meat	0.5725
meat	sirloin	0.5260
sirloin	porterhouse	0.7242
porterhouse	filet	0.6927
filet	fillet	0.7796
fillet	butterflie	N/A
butterflie	cutlet	N/A
cutlet	loin	0.6323
loin	poussin	0.5834
poussin	chateaubriand	0.6938
chateaubriand	bearnaise	0.6563
bearnaise	sweetbread	0.6496
sweetbread	ragout	0.6102
ragout	ragu	0.7282
ragu	marsala	0.7332
marsala	alfredo	0.7216
alfredo	escarole	0.7197
escarole	6392 647	N/A
6392 647	CFA	N/A
CFA	inessential	0.0416
inessential	frippery	0.4874
frippery	frivolity	0.5521
frivolity	entertainment	0.3201
entertainment	accoutrement	0.2322
accoutrement	gewgaw	0.4718
gewgaw	geegaw	N/A
geegaw	gimcrack	N/A
gimcrack	doodad	0.3582
doodad	doohickey	0.6540
doohickey	gizmo	0.6129
gizmo	gadgetry	0.6043
gadgetry	gadget	0.6108
gadget	gismos	0.5512
gismos	thingamajig	0.4397
thingamajig	whatchamacallit	0.5175
whatchamacallit	contraption	0.3709
contraption	eggbeater	0.5140
eggbeater	colander	0.3029
colander	doorstop	0.2259
doorstop	6392 648	N/A
6392 648	CFA	N/A
CFA	enthrone	0.1219
enthrone	actualize	0.5827
actualize	actualization	0.7500
actualization	enthronement	0.5296
enthronement	dethronement	0.5280
dethronement	kingship	0.4905
kingship	monarchical	0.5905
monarchical	monarch	0.5958
monarch	throne	0.6192
throne	monarchy	0.5109
monarchy	monarchs	0.5198
monarchs	prince	0.4532
prince	royal	0.6434
royal	palace	0.5946
palace	king	0.4878
king	queen	0.6511
queen	princess	0.7071
princess	commoner	0.5324
commoner	aristocracy	0.5325
aristocracy	noble	0.2855
noble	6392 649	N/A
6392 649	CFA	N/A
CFA	energize	0.0318
energize	invigorate	0.7596
invigorate	reinvigorate	0.8083
reinvigorate	rejuvenate	0.7831
rejuvenate	refresh	0.4892
refresh	revitalize	0.3702
revitalize	reborn	0.3841
reborn	reinvent	0.3913
reinvent	remade	0.4416
remade	reshape	0.3558
reshape	transform	0.6818
transform	refashion	0.5825
refashion	redefine	0.5618
redefine	rethought	0.3964
rethought	reorient	0.3854
reorient	reconfigure	0.4240
reconfigure	retool	0.5056
retool	overhaul	0.3766
overhaul	rework	0.3059
rework	tweak	0.4825
tweak	6392 650	N/A
6392 650	CFA	N/A
CFA	nostrum	0.0438
nostrum	shibboleth	0.5578
shibboleth	canard	0.5656
canard	claptrap	0.5323
claptrap	balderdash	0.6143
balderdash	hogwash	0.6344
hogwash	bunkum	0.6008
bunkum	hooey	0.5657
hooey	bullshit	0.6105
bullshit	baloney	0.6635
baloney	nonsense	0.6275
nonsense	malarkey	0.5966
malarkey	poppycock	0.5973
poppycock	humbug	0.5964
humbug	twaddle	0.5431
twaddle	drivel	0.7376
drivel	tripe	0.6978
tripe	crap	0.5577
crap	shit	0.8300
shit	fucking	0.8002
fucking	6392 651	N/A
6392 651	CFA	N/A
CFA	fresher	-0.0013
fresher	hungrier	0.5732
hungrier	sweet	0.1630
sweet	crunchi	N/A
crunchi	runny	N/A
runny	tangy	0.4767
tangy	tasty	0.6114
tasty	creamy	0.5501
creamy	chewier	0.5406
chewier	fatty	0.4570
fatty	starchy	0.4980
starchy	oilier	0.3673
oilier	woody	0.3677
woody	fleshier	0.3718
fleshier	gamier	0.5851
gamier	puffier	0.5589
puffier	greasier	0.6045
greasier	flaky	0.3829
flaky	gooey	0.4627
gooey	tarter	0.4405
tarter	6392 652	N/A
6392 652	CFA	N/A
CFA	hostage	0.0687
hostage	kidnap	0.5661
kidnap	abductor	0.4335
abductor	kidnapper	0.7188
kidnapper	captor	0.6996
captor	abduct	0.3350
abduct	abduction	0.6691
abduction	murder	0.6185
murder	rape	0.6630
rape	assault	0.5477
assault	accost	0.3108
accost	gunpoint	0.3639
gunpoint	knifepoint	0.7947
knifepoint	carjack	0.4963
carjack	carjacker	0.6668
carjacker	robber	0.6939
robber	assailant	0.6735
assailant	gunman	0.7151
gunman	robbery	0.4957
robbery	holdup	0.7361
holdup	6392 653	N/A
6392 653	CFA	N/A
CFA	debrief	0.0421
debrief	interrogate	0.3557
interrogate	interrogation	0.5717
interrogation	interrogator	0.5135
interrogator	detainee	0.6009
detainee	prisoner	0.7154
prisoner	inmate	0.7239
inmate	jailer	0.5876
jailer	jailor	0.5517
jailor	jail	0.3687
jail	prison	0.8502
prison	penitentiary	0.7726
penitentiary	convict	0.4027
convict	incarcerate	0.4120
incarcerate	incarceration	0.5947
incarceration	detention	0.5932
detention	imprison	0.4665
imprison	imprisonment	0.5188
imprisonment	sentence	0.6765
sentence	parole	0.5986
parole	6392 654	N/A
6392 654	CFA	N/A
CFA	embitter	0.0452
embitter	disunite	0.5071
disunite	enfeeble	0.4894
enfeeble	subjugate	0.5162
subjugate	oppress	0.7092
oppress	enslave	0.7017
enslave	terrorize	0.5403
terrorize	terrify	0.6700
terrify	brutalize	0.5156
brutalize	intimidate	0.5273
intimidate	frighten	0.7006
frighten	humiliate	0.4876
humiliate	embarrass	0.7414
embarrass	demoralize	0.5496
demoralize	belittle	0.5234
belittle	denigrate	0.7872
denigrate	demonize	0.6714
demonize	malign	0.5881
malign	discredit	0.6668
discredit	vilify	0.6197
vilify	6392 655	N/A
6392 655	CFA	N/A
CFA	lsd	0.0151
lsd	dru	0.5458
dru	parkinson	0.5689
parkinson	tylenol	0.5318
tylenol	advil	0.6615
advil	motrin	0.5995
motrin	zyrtec	0.5281
zyrtec	retin	0.6085
retin	pfizer	0.6079
pfizer	merck	0.6073
merck	walgreen	N/A
walgreen	fedex	N/A
fedex	mastercard	0.6647
mastercard	paypal	0.6301
paypal	viagra	0.5146
viagra	valium	0.6458
valium	prozac	0.6536
prozac	zoloft	0.7344
zoloft	diazepam	0.5899
diazepam	rx	0.4778
rx	6392 656	N/A
6392 656	CFA	N/A
CFA	squeal	-0.0692
squeal	screech	0.6634
screech	scream	0.6575
scream	shriek	0.7561
shriek	yelps	0.6269
yelps	yelp	0.6927
yelp	squawk	0.5247
squawk	howl	0.5769
howl	growl	0.6477
growl	hiss	0.6045
hiss	yowl	0.5390
yowl	caterwaul	0.6808
caterwaul	shrill	0.5672
shrill	mewl	0.5396
mewl	wail	0.5823
wail	warble	0.6224
warble	croon	0.7099
croon	falsetto	0.6585
falsetto	breathy	0.6971
breathy	guttural	0.5579
guttural	6392 657	N/A
6392 657	CFA	N/A
CFA	cryptogram	0.0651
cryptogram	rebus	0.5656
rebus	acrostic	0.5779
acrostic	ideogram	0.3506
ideogram	pinyin	0.4434
pinyin	romanization	0.6896
romanization	xiang	0.6355
xiang	guo	0.7458
guo	liu	0.6833
liu	cai	0.6927
cai	zi	0.7207
zi	zhu	0.7329
zhu	xia	0.7265
xia	xin	0.7108
xin	zhong	0.7455
zhong	jiang	0.7300
jiang	qe	N/A
qe	zhou	N/A
zhou	jie	0.6958
jie	huan	0.6622
huan	6392 658	N/A
6392 658	CFA	N/A
CFA	enthrone	0.1219
enthrone	sanctifie	N/A
sanctifie	consecrate	N/A
consecrate	ordain	0.5641
ordain	subjugate	0.3129
subjugate	oppress	0.7092
oppress	enslave	0.7017
enslave	imprison	0.4782
imprison	brutalize	0.4689
brutalize	dehumanize	0.4760
dehumanize	marginalize	0.5476
marginalize	impoverish	0.5213
impoverish	perpetuate	0.4831
perpetuate	entrenche	N/A
entrenche	undermine	N/A
undermine	debase	0.4729
debase	denigrate	0.4910
denigrate	demean	0.7550
demean	devalue	0.4487
devalue	cheapen	0.5795
cheapen	6392 659	N/A
6392 659	CFA	N/A
CFA	percentage	-0.0292
percentage	total	0.4499
total	average	0.5090
average	stat	0.2912
stat	statistic	0.6633
statistic	number	0.3852
number	figure	0.3243
figure	statistical	0.2473
statistical	statistically	0.5289
statistically	statistician	0.2728
statistician	calculation	0.2446
calculation	estimation	0.5564
estimation	estimate	0.5567
estimate	forecast	0.6273
forecast	prediction	0.6221
prediction	prognostication	0.6506
prognostication	guesstimate	0.4080
guesstimate	projection	0.4004
projection	project	0.1738
project	predict	0.0364
predict	6392 660	N/A
6392 660	CFA	N/A
CFA	aid	0.1045
aid	hinder	0.1984
hinder	hamper	0.8650
hamper	impede	0.7873
impede	impair	0.6819
impair	inhibit	0.6441
inhibit	undermine	0.5190
undermine	undercut	0.7723
undercut	weaken	0.5823
weaken	complicate	0.5569
complicate	imperil	0.6028
imperil	endanger	0.7604
endanger	threaten	0.7288
threaten	jeopardize	0.6904
jeopardize	erode	0.5601
erode	diminish	0.7130
diminish	dampen	0.5963
dampen	depress	0.5952
depress	cripple	0.5205
cripple	devastate	0.7258
devastate	6392 661	N/A
6392 661	CFA	N/A
CFA	earthy	-0.0271
earthy	creamy	0.5202
creamy	crispiest	0.5339
crispiest	delicious	0.6532
delicious	tasty	0.8730
tasty	delectable	0.7385
delectable	scrumptious	0.8109
scrumptious	yummy	0.8014
yummy	savory	0.6116
savory	tangy	0.7222
tangy	buttery	0.7454
buttery	flavorful	0.6538
flavorful	garlicky	0.6827
garlicky	spicy	0.6948
spicy	crispy	0.6463
crispy	chewy	0.7794
chewy	crunchy	0.7572
crunchy	lemony	0.5962
lemony	sweetish	0.7125
sweetish	vinegary	0.6698
vinegary	6392 662	N/A
6392 662	CFA	N/A
CFA	decelerate	0.0081
decelerate	deceleration	0.6559
deceleration	slowdown	0.6669
slowdown	downturn	0.8262
downturn	upturn	0.6516
upturn	upswe	N/A
upswe	decline	N/A
decline	falloff	0.6915
falloff	uptick	0.5938
uptick	upsurge	0.6866
upsurge	surge	0.6312
surge	spike	0.7109
spike	rise	0.6503
rise	drop	0.6256
drop	increase	0.5480
increase	decrease	0.8370
decrease	reduction	0.7175
reduction	reduce	0.6217
reduce	high	0.2528
high	lower	0.5140
lower	6392 663	N/A
6392 663	CFA	N/A
CFA	strap	-0.0086
strap	velcro	0.5814
velcro	zipper	0.6284
zipper	gussete	N/A
gussete	gaiter	N/A
gaiter	stiffener	0.5365
stiffener	ferrule	0.5748
ferrule	sleeve	0.2734
sleeve	fusible	0.3021
fusible	flange	0.5619
flange	countersunk	0.6038
countersunk	countersink	0.7238
countersink	mortice	0.6363
mortice	bevel	0.5020
bevel	platen	0.5634
platen	sheave	0.5188
sheave	bush	0.0806
bush	bushing	0.1033
bushing	actuator	0.5902
actuator	solenoid	0.7053
solenoid	6392 664	N/A
6392 664	CFA	N/A
CFA	chih	0.1070
chih	hsien	0.6623
hsien	hsiang	0.7088
hsiang	tsai	0.7055
tsai	huang	0.7279
huang	hua	0.7134
hua	yao	0.7054
yao	hao	0.6818
hao	cheng	0.7253
cheng	sheng	0.6901
sheng	shen	0.6783
shen	zhong	0.7061
zhong	xiang	0.7530
xiang	huan	0.7118
huan	fei	0.6955
fei	pei	0.7350
pei	jiang	0.7003
jiang	zhen	0.7078
zhen	xin	0.7086
xin	tzu	0.6962
tzu	6392 665	N/A
6392 665	CFA	N/A
CFA	snootiness	0.0652
snootiness	pretentiousness	0.6507
pretentiousness	snobbery	0.6528
snobbery	elitism	0.7471
elitism	pretension	0.5829
pretension	snobbishness	0.5808
snobbishness	smugness	0.6032
smugness	condescension	0.6159
condescension	cynicism	0.6261
cynicism	arrogance	0.6468
arrogance	hubris	0.7575
hubris	stupidity	0.6714
stupidity	foolishness	0.7724
foolishness	idiocy	0.7044
idiocy	lunacy	0.7680
lunacy	inanity	0.6720
inanity	pompousness	0.6005
pompousness	humorlessness	0.6888
humorlessness	facetiousness	0.6364
facetiousness	boastfulness	0.6391
boastfulness	6392 666	N/A
6392 666	CFA	N/A
CFA	watercolor	0.0378
watercolor	pastel	0.7072
pastel	acrylic	0.5781
acrylic	painting	0.5140
painting	canvas	0.5372
canvas	woodcut	0.4866
woodcut	etching	0.5039
etching	lithograph	0.4544
lithograph	artwork	0.5753
artwork	sculpture	0.6168
sculpture	collage	0.5315
collage	portrait	0.5330
portrait	portraiture	0.6086
portraiture	paint	0.2768
paint	painter	0.3633
painter	sculptor	0.7517
sculptor	artist	0.7252
artist	muralist	0.6625
muralist	ceramicist	0.6066
ceramicist	portraitist	0.5570
portraitist	6392 667	N/A
6392 667	CFA	N/A
CFA	aflame	0.0918
aflame	smolder	0.3979
smolder	char	0.2696
char	burn	0.3371
burn	scorch	0.5013
scorch	torch	0.2502
torch	afire	0.2572
afire	alight	0.6980
alight	ablaze	0.7645
ablaze	ransack	0.4446
ransack	vandalize	0.5230
vandalize	firebomb	0.4108
firebomb	destroy	0.2625
destroy	damage	0.3540
damage	wreck	0.3666
wreck	ruin	0.3244
ruin	gutte	N/A
gutte	trash	N/A
trash	smash	0.0737
smash	shatter	0.4817
shatter	6392 668	N/A
6392 668	CFA	N/A
CFA	bower	0.0093
bower	shrubbery	0.4345
shrubbery	honeysuckle	0.4748
honeysuckle	foxglove	0.5499
foxglove	hollyhock	0.6613
hollyhock	nasturtium	0.6738
nasturtium	zinnias	0.6480
zinnias	petunias	0.7634
petunias	hydrangea	0.6816
hydrangea	geranium	0.6673
geranium	perennial	0.3133
perennial	annual	0.2191
annual	dahlia	0.1553
dahlia	fuchsias	0.6542
fuchsias	clematis	0.6708
clematis	begonias	0.6927
begonias	begonia	0.7417
begonia	aster	0.5408
aster	primrose	0.5502
primrose	cyclaman	N/A
cyclaman	6392 669	N/A
6392 669	CFA	N/A
CFA	debtor	0.0723
debtor	creditor	0.6720
creditor	bankruptcy	0.5341
bankruptcy	bankrupt	0.6966
bankrupt	receivership	0.5957
receivership	liquidation	0.6641
liquidation	insolvent	0.5424
insolvent	liquidate	0.5007
liquidate	insolvency	0.3716
insolvency	liquidator	0.5100
liquidator	mortgagee	0.5052
mortgagee	repossession	0.5241
repossession	foreclosure	0.6676
foreclosure	foreclose	0.5693
foreclose	repossess	0.5908
repossess	repossesse	N/A
repossesse	mortgager	N/A
mortgager	borrower	0.6119
borrower	lender	0.6854
lender	loan	0.6187
loan	6392 670	N/A
6392 670	CFA	N/A
CFA	codex	0.0832
codex	manuscript	0.5579
manuscript	papyrus	0.4440
papyrus	parchment	0.5870
parchment	vellum	0.6865
vellum	onionskin	0.5821
onionskin	foolscap	0.6077
foolscap	quarto	0.5319
quarto	frontispiece	0.5223
frontispiece	typescript	0.5990
typescript	flyleaf	0.6320
flyleaf	handwritten	0.5544
handwritten	typewritten	0.6624
typewritten	type	0.1036
type	retype	0.0988
retype	typeset	0.3193
typeset	print	0.5358
print	photocopy	0.3768
photocopy	illegibly	0.3912
illegibly	illegible	0.6192
illegible	6392 671	N/A
6392 671	CFA	N/A
CFA	xref	0.1126
xref	jsp	0.4702
jsp	drupal	0.6509
drupal	wordpress	0.6720
wordpress	php	0.5943
php	firefox	0.6531
firefox	linux	0.6638
linux	mysql	0.6869
mysql	debian	0.6766
debian	kde	0.6798
kde	osx	0.6666
osx	openoffice	0.6879
openoffice	mozilla	0.6392
mozilla	unix	0.6745
unix	macintosh	0.7007
macintosh	microsoft	0.6943
microsoft	api	0.6652
api	sql	0.6667
sql	gui	0.5884
gui	usb	0.6199
usb	6392 672	N/A
6392 672	CFA	N/A
CFA	hypertext	0.0207
hypertext	spellchecke	N/A
spellchecke	datatype	N/A
datatype	concatenate	0.6797
concatenate	iterator	0.6717
iterator	subroutine	0.7109
subroutine	literal	0.2685
literal	operand	0.2238
operand	boolean	0.5343
boolean	delimiter	0.6261
delimiter	hexadecimal	0.6541
hexadecimal	unicode	0.6407
unicode	multibyte	0.6960
multibyte	ioctl	0.6482
ioctl	uninitialized	0.6560
uninitialized	recursion	0.6289
recursion	recursively	0.6632
recursively	recursive	0.6569
recursive	grep	0.5358
grep	awk	0.7384
awk	6392 674	N/A
6392 674	CFA	N/A
CFA	buckeye	-0.0053
buckeye	myrtle	0.4555
myrtle	honeysuckle	0.5395
honeysuckle	bayberry	0.5847
bayberry	catalpa	0.7006
catalpa	spirea	0.6049
spirea	forsythia	0.6941
forsythia	viburnum	0.6909
viburnum	dogwood	0.7094
dogwood	rhododendron	0.7059
rhododendron	hydrangea	0.6551
hydrangea	clematis	0.7346
clematis	shrub	0.6973
shrub	shrubby	0.7625
shrubby	juniper	0.6188
juniper	conifer	0.5949
conifer	deciduous	0.6068
deciduous	evergreen	0.5157
evergreen	holly	0.4825
holly	arborvitae	0.5583
arborvitae	6392 675	N/A
6392 675	CFA	N/A
CFA	attempt	0.0243
attempt	try	0.5821
try	scramble	0.3720
scramble	rush	0.5061
rush	hurry	0.5151
hurry	scoot	0.2675
scoot	scamper	0.5782
scamper	sneak	0.4806
sneak	scurry	0.4362
scurry	amble	0.5528
amble	wander	0.6777
wander	roam	0.6705
roam	saunter	0.4685
saunter	slink	0.6207
slink	glide	0.3854
glide	mosey	0.3994
mosey	lope	0.5235
lope	skitter	0.4645
skitter	plop	0.3600
plop	sidle	0.5101
sidle	6392 676	N/A
6392 676	CFA	N/A
CFA	shampoo	0.0779
shampoo	cream	0.4463
cream	lotion	0.5629
lotion	moisturizer	0.7718
moisturizer	moisturize	0.6798
moisturize	emollient	0.4806
emollient	petrolatum	0.4987
petrolatum	astringent	0.4671
astringent	salicylic	0.4884
salicylic	pomade	0.4263
pomade	whitener	0.4174
whitener	mouthwashe	N/A
mouthwashe	mouthwash	N/A
mouthwash	dentifrice	0.5981
dentifrice	cleanser	0.5078
cleanser	depilatory	0.4872
depilatory	deodorant	0.5013
deodorant	antiperspirant	0.6669
antiperspirant	mascara	0.5082
mascara	blusher	0.6907
blusher	6392 677	N/A
6392 677	CFA	N/A
CFA	accomodate	0.0098
accomodate	accommodate	0.8675
accommodate	cater	0.6893
cater	satisfy	0.5508
satisfy	satisfie	N/A
satisfie	satiate	N/A
satiate	gratify	0.5787
gratify	quench	0.4595
quench	sate	0.4628
sate	slake	0.4927
slake	whet	0.4819
whet	excite	0.4871
excite	arouse	0.5751
arouse	provoke	0.6880
provoke	elicit	0.6136
elicit	evoke	0.6389
evoke	convey	0.6576
convey	assuage	0.4844
assuage	mollify	0.7231
mollify	appease	0.7973
appease	6392 678	N/A
6392 678	CFA	N/A
CFA	sickness	-0.0262
sickness	illness	0.6799
illness	pneumonia	0.6328
pneumonia	bronchitis	0.6530
bronchitis	tonsillitis	0.7044
tonsillitis	mononucleosis	0.6312
mononucleosis	tendonitis	0.5958
tendonitis	tendinitis	0.7975
tendinitis	soreness	0.7393
soreness	bursitis	0.6867
bursitis	spasm	0.3868
spasm	sore	0.4432
sore	sprain	0.5977
sprain	contusion	0.7209
contusion	injury	0.6065
injury	concussion	0.6572
concussion	hamstring	0.5685
hamstring	groin	0.8364
groin	quadricep	0.7054
quadricep	knee	0.6989
knee	6392 679	N/A
6392 679	CFA	N/A
CFA	wholesale	0.0918
wholesale	wholesaler	0.5410
wholesaler	importer	0.6114
importer	import	0.5469
import	export	0.7219
export	exporter	0.6243
exporter	manufacturer	0.4161
manufacturer	supplier	0.7429
supplier	distributor	0.6621
distributor	retailer	0.4847
retailer	store	0.6339
store	grocer	0.5576
grocer	grocery	0.7092
grocery	supermarket	0.7574
supermarket	pharmacy	0.5419
pharmacy	drugstore	0.7118
drugstore	superstore	0.4585
superstore	megastore	0.7383
megastore	shop	0.4562
shop	outlet	0.4245
outlet	6392 680	N/A
6392 680	CFA	N/A
CFA	mistake	0.0287
mistake	misplace	0.1958
misplace	mislay	0.6092
mislay	pilfer	0.4584
pilfer	purloin	0.6635
purloin	filch	0.5929
filch	swipe	0.3049
swipe	heist	0.1538
heist	stolen	0.4585
stolen	steal	0.5909
steal	thieve	0.5267
thieve	snatch	0.3909
snatch	grab	0.6894
grab	shove	0.4341
shove	elbow	0.2326
elbow	bump	0.2572
bump	nick	0.2366
nick	chuck	0.2417
chuck	fling	0.4096
fling	smash	0.2881
smash	6392 681	N/A
6392 681	CFA	N/A
CFA	lintel	0.0591
lintel	pilaster	0.5587
pilaster	pediment	0.5365
pediment	caryatid	N/A
caryatid	portico	N/A
portico	porticos	0.5546
porticos	archway	0.4779
archway	arch	0.5221
arch	balustrade	0.4680
balustrade	baluster	0.6295
baluster	mullion	0.5473
mullion	casement	0.6412
casement	jamb	0.5859
jamb	wainscot	0.4361
wainscot	wainscotting	0.7396
wainscotting	wainscote	N/A
wainscote	panel	N/A
panel	molding	0.1482
molding	valance	0.3273
valance	edging	0.1043
edging	6392 682	N/A
6392 682	CFA	N/A
CFA	unconstraine	N/A
unconstraine	fetter	N/A
fetter	unfettere	N/A
unfettere	unbridle	N/A
unbridle	boundless	N/A
boundless	unrestraine	N/A
unrestraine	unbounde	N/A
unbounde	limitless	N/A
limitless	infinite	0.7256
infinite	inexhaustible	0.6248
inexhaustible	unquenchable	0.5532
unquenchable	insatiable	0.6460
insatiable	voracious	0.6978
voracious	ravenous	0.7300
ravenous	insatiably	0.5535
insatiably	raven	0.2247
raven	superabundant	0.2829
superabundant	omnivorous	0.4059
omnivorous	gluttonous	0.4825
gluttonous	gluttony	0.6656
gluttony	6392 683	N/A
6392 683	CFA	N/A
CFA	potty	0.0616
potty	toilet	0.5381
toilet	bathroom	0.6815
bathroom	restroom	0.8025
restroom	lavatory	0.6568
lavatory	washroom	0.6494
washroom	loo	0.5506
loo	urinal	0.5334
urinal	commode	0.5148
commode	washbasin	0.4780
washbasin	washstand	0.5975
washstand	bidet	0.3996
bidet	kitchen	0.3744
kitchen	room	0.5115
room	bedroom	0.5110
bedroom	kitchenette	0.4803
kitchenette	dinette	0.5649
dinette	chaise	0.5362
chaise	settee	0.5911
settee	divan	0.5755
divan	6392 684	N/A
6392 684	CFA	N/A
CFA	snake	0.0302
snake	python	0.6606
python	alligator	0.6422
alligator	reptile	0.7088
reptile	lizard	0.7112
lizard	crocodile	0.6060
crocodile	turtle	0.5851
turtle	otter	0.6719
otter	mammal	0.6700
mammal	creature	0.6620
creature	critter	0.6753
critter	rodent	0.6573
rodent	toad	0.6008
toad	frog	0.7050
frog	rabbit	0.5851
rabbit	squirrel	0.6264
squirrel	fox	0.6795
fox	bird	0.5680
bird	owl	0.6826
owl	owlet	0.6794
owlet	6392 685	N/A
6392 685	CFA	N/A
CFA	flake	-0.0352
flake	fleck	0.5174
fleck	splodge	0.5228
splodge	stippled	0.5756
stippled	mottle	0.5845
mottle	blackish	0.5541
blackish	reddish	0.6936
reddish	brownish	0.7725
brownish	pinkish	0.6893
pinkish	purplish	0.6891
purplish	grayish	0.6186
grayish	whitish	0.6618
whitish	yellowish	0.7146
yellowish	bluish	0.6789
bluish	greenish	0.6059
greenish	greyish	0.6019
greyish	brown	0.6220
brown	coppery	0.5405
coppery	verdigris	0.6657
verdigris	umbel	0.4975
umbel	6392 687	N/A
6392 687	CFA	N/A
CFA	spinet	0.0036
spinet	piano	0.5953
piano	harpsichord	0.7312
harpsichord	bassoon	0.7050
bassoon	trombone	0.7772
trombone	cello	0.7601
cello	oboe	0.7940
oboe	clarinet	0.7829
clarinet	saxophone	0.7980
saxophone	violin	0.7180
violin	viola	0.8117
viola	flute	0.7212
flute	mandolin	0.6864
mandolin	guitar	0.7817
guitar	sax	0.7534
sax	vibraphone	0.7373
vibraphone	percussion	0.6692
percussion	percussionist	0.7289
percussionist	saxophonist	0.7892
saxophonist	pianist	0.7860
pianist	6392 688	N/A
6392 688	CFA	N/A
CFA	eclipse	0.0401
eclipse	surpass	0.6096
surpass	equal	0.2867
equal	better	0.2879
better	best	0.5226
best	outdistance	0.2681
outdistance	surpasse	N/A
surpasse	outpace	N/A
outpace	outstrip	0.8028
outstrip	exceed	0.6179
exceed	dwarf	0.2775
dwarf	rival	0.1608
rival	top	0.1446
top	match	0.1632
match	outshone	0.1630
outshone	outshine	0.5779
outshine	upstaged	0.4765
upstaged	overshadow	0.4590
overshadow	buoy	0.1591
buoy	boost	0.4075
boost	6392 689	N/A
6392 689	CFA	N/A
CFA	respect	0.0748
respect	adhere	0.3553
adhere	obey	0.5770
obey	comply	0.5527
comply	complie	N/A
complie	conform	N/A
conform	abide	0.4627
abide	flout	0.5474
flout	contravene	0.5626
contravene	violate	0.6974
violate	infringe	0.6112
infringe	offend	0.4219
offend	disregard	0.2867
disregard	ignore	0.5378
ignore	defy	0.5803
defy	contradict	0.4194
contradict	undermine	0.4933
undermine	subvert	0.6301
subvert	undercut	0.4776
undercut	negate	0.5356
negate	6392 690	N/A
6392 690	CFA	N/A
CFA	dispel	-0.0298
dispel	scotch	0.2895
scotch	allay	0.1945
allay	quell	0.6397
quell	subside	0.3881
subside	ease	0.3448
ease	dissipate	0.3414
dissipate	evaporate	0.6285
evaporate	fade	0.5553
fade	wane	0.5805
wane	dwindle	0.6021
dwindle	shrunk	0.5398
shrunk	ebb	0.2453
ebb	abate	0.3056
abate	recede	0.5178
recede	diminish	0.4111
diminish	lessen	0.6998
lessen	dull	0.0724
dull	dim	0.4375
dim	dampen	0.3431
dampen	6392 691	N/A
6392 691	CFA	N/A
CFA	slams	-0.0173
slams	lambast	0.3995
lambast	denounce	0.5819
denounce	criticize	0.6538
criticize	decrie	N/A
decrie	lambaste	N/A
lambaste	deride	0.6081
deride	excoriate	0.5275
excoriate	castigate	0.6601
castigate	chastise	0.7290
chastise	chide	0.7316
chide	assail	0.4775
assail	scold	0.4572
scold	berate	0.6701
berate	accuse	0.4648
accuse	flay	0.3743
flay	laud	0.4319
laud	applaud	0.6769
applaud	commend	0.8010
commend	praise	0.3949
praise	6392 692	N/A
6392 692	CFA	N/A
CFA	snuggle	0.0129
snuggle	nuzzle	0.5667
nuzzle	loll	0.4543
loll	frolic	0.5415
frolic	prance	0.5107
prance	dance	0.3970
dance	twirl	0.5000
twirl	shimmy	0.6255
shimmy	giggle	0.3983
giggle	smile	0.5594
smile	clap	0.3745
clap	grin	0.3157
grin	smirk	0.7343
smirk	stare	0.4983
stare	peered	0.5387
peered	glare	0.2311
glare	glance	0.1773
glance	gesture	0.2070
gesture	wave	0.2040
wave	hug	0.1563
hug	6392 693	N/A
6392 693	CFA	N/A
CFA	earmuff	-0.0464
earmuff	earplug	0.5019
earplug	headphone	0.5411
headphone	earbud	0.6920
earbud	earphone	0.6619
earphone	headset	0.6237
headset	earpiece	0.6968
earpiece	microphone	0.5869
microphone	mic	0.7113
mic	mike	0.8349
mike	staticky	0.3183
staticky	stereo	0.4955
stereo	subwoofer	0.6533
subwoofer	woofer	0.7466
woofer	amplifier	0.5495
amplifier	amp	0.6727
amp	preamplifier	0.5774
preamplifier	monaural	0.5514
monaural	stereophonic	0.5214
stereophonic	quadraphonic	0.5902
quadraphonic	6392 694	N/A
6392 694	CFA	N/A
CFA	practice	0.0282
practice	play	0.3051
play	scrimmage	0.4414
scrimmage	workout	0.4075
workout	condition	0.1729
condition	cardio	0.1005
cardio	aerobic	0.7284
aerobic	aerobics	0.7159
aerobics	pilate	N/A
pilate	yoga	N/A
yoga	meditation	0.6896
meditation	meditative	0.7572
meditative	mindfulness	0.5854
mindfulness	qigong	0.5419
qigong	taiji	0.6650
taiji	callisthenic	0.4919
callisthenic	calisthenic	0.6128
calisthenic	pushup	0.4408
pushup	squat	0.4373
squat	lunge	0.2607
lunge	6392 695	N/A
6392 695	CFA	N/A
CFA	expire	0.0222
expire	expiration	0.6486
expiration	expiry	0.7292
expiry	vest	0.2532
vest	exercisable	0.3812
exercisable	callable	0.4939
callable	debenture	0.5767
debenture	unsubordinated	0.6060
unsubordinated	subordinate	0.4167
subordinate	exchangeable	0.2874
exchangeable	convertible	0.5932
convertible	nonconvertible	0.5307
nonconvertible	noncumulative	0.5010
noncumulative	noncallable	0.5001
noncallable	issuance	0.4846
issuance	repurchase	0.4657
repurchase	borrowing	0.4090
borrowing	maturity	0.2258
